name;frequency
Tanveer;10
Tarah;10
Tari;10
Taru;10
Tashina;10
Taynara;10
Tayyibe;10
Taïbou;10
Teena;10
Tefana;10
Terra;10
Tessnime;10
Teun;10
Thida;10
Thisbe;10
Thora;10
Thysia;10
Thérese;10
Tianna;10
Tien;10
Tilila;10
Timouch;10
Tizianna;10
Toma;10
Tommasina;10
Tonka;10
Tricha;10
Triin;10
Tshibola;10
Tsipora;10
Tsivia;10
Tudorita;10
Turna;10
Tutku;10
Tûba;10
Türkân;10
Ugné;10
Ule;10
Ulriche;10
Umi;10
Ummügülsüm;10
Umu;10
Ushi;10
Uyanga;10
Vali;10
Vanie;10
Vanuza;10
Varsenik;10
Velina;10
Venice;10
Verginiya;10
Verjin;10
Veselinka;10
Vi;10
Vianne;10
Viktorien;10
Vildane;10
Vincentia;10
Violina;10
Vivette;10
Vivine;10
Vèronique;10
Vérone;10
Waheeda;10
Wang;10
Wania;10
Waris;10
Wiene;10
Wiesje;10
Wietse;10
Wilfriede;10
Willempje;10
Winifrède;10
Wiâm;10
Wiâme;10
Wydad;10
Wyvine;10
Xiara;10
Xina;10
Xuân;10
Yah;10
Yalisa;10
Yaman;10
Yanaica;10
Yanisa;10
Yaqin;10
Yassina;10
Yelien;10
Yella;10
Yent'l;10
Yevheniia;10
Yinse;10
Yitse;10
Ylani;10
Ymani;10
Yndra;10
Ynne;10
Ynola;10
Yoena;10
Yoshie;10
Yuli;10
Yupha;10
Yuxi;10
Yvanne;10
Yvi;10
Yza;10
Zama;10
Zari;10
Zarin;10
Zarlasht;10
Zarra;10
Zebib;10
Zein;10
Zeinebou;10
Zejneb;10
Zekije;10
Zemfira;10
Zendaya;10
Zerife;10
Zeta;10
Zeyra;10
Zhasmina;10
Zinia;10
Zipora;10
Ziyu;10
Zjoske;10
Zobaida;10
Zonia;10
Zorita;10
Zouhira;10
Zulichan;10
Zunaira;10
Zyncke;10
Zéline;10
Zénab;10
Âya;10
Çiçek;10
Éden;10
Élora;10
Aaisha;9
Aasiya;9
Aba;9
Abbassia;9
Abeda;9
Abha;9
Abibatou;9
Abiha;9
Abygael;9
Acha;9
Achta;9
Acil;9
Adan;9
Adda;9
Adelynn;9
Aden;9
Adena;9
Adhanet;9
Adilya;9
Aeryn;9
Aesha;9
Aeshah;9
Affi;9
Affoua;9
Afsa;9
Ahoefa;9
Aichata;9
Ailynn;9
Airi;9
Ajar;9
Ajsela;9
Ajwa;9
Akari;9
Akassi;9
Akseniya;9
Akshaya;9
Alanur;9
Alessandrina;9
Alezia;9
Alice-Marie;9
Alinoé;9
Alixane;9
Alkistis;9
Allesia;9
Allicia;9
Almaza;9
Almeda;9
Almerinda;9
Aloysie;9
Alte;9
Aluna;9
Amali;9
Amalija;9
Amande;9
Amanpreet;9
Amarylis;9
Amata;9
Amauryne;9
Amavi;9
Aminatu;9
Ammelie;9
Amnah;9
Amour;9
Amoury;9
Amy-Jo;9
Amélina;9
Amélye;9
Amérie;9
Ana-Alexandra;9
Anaida;9
Anaisa;9
Anara;9
Anaïsa;9
Ancke;9
Andja;9
Andra-Maria;9
Andriani;9
Anelis;9
Anelisse;9
Anelle;9
Ang;9
Ange-Marie;9
Angela-Maria;9
Angelien;9
Angelyne;9
Angham;9
Anicette;9
Anima;9
Aniso;9
Anna-Clara;9
Anna-Julia;9
Anna-Karin;9
Annabeth;9
Annamarie;9
Anne-Christie;9
Annietta;9
Annine;9
Annoeska;9
Annora;9
Annouska;9
Annya;9
Anong;9
Ansel;9
Ansie;9
Anysa;9
Apauline;9
Araksya;9
Arancha;9
Aranya;9
Ardina;9
Areesha;9
Argyroula;9
Ariona;9
Arista;9
Ariëlla;9
Armeline;9
Arminé;9
Armonye;9
Aryam;9
Arzije;9
Aske;9
Asl;9
Aspazia;9
Asrin;9
Assana;9
Assoum;9
Astha;9
Astrée;9
Athanasie;9
Aubrée;9
Auranne;9
Avsin;9
Aychat;9
Aygun;9
Aygün;9
Ayiana;9
Aylene;9
Aymie;9
Aysem;9
Aysenaz;9
Aytana;9
Azara;9
Azeb;9
Azénor;9
Aïchata;9
Aïvy;9
Bacha;9
Badiha;9
Baljeet;9
Balsam;9
Bang-On;9
Bariza;9
Basmah;9
Batol;9
Beatrixe;9
Belinde;9
Beline;9
Benoîte;9
Berina;9
Bernardita;9
Bertien;9
Beser;9
Beta;9
Bethsabée;9
Bettine;9
Bhupinder;9
Bianca-Ioana;9
Bilguissa;9
Binas;9
Bingyul;9
Bjork;9
Blake;9
Bobo;9
Bouchera;9
Branda;9
Breanna;9
Buna;9
Bébé;9
Bélise;9
Caeley;9
Cailin;9
Calissa;9
Caméllia;9
Carita;9
Carlin;9
Casiana;9
Cassi;9
Cassilde;9
Cassis;9
Castille;9
Cathlyn;9
Catrina;9
Cayleigh;9
Cecelia;9
Celile;9
Cerena;9
Chaimaâ;9
Chane;9
Chanela;9
Channi;9
Chantha;9
Charlynn;9
Charo;9
Charonne;9
Chau;9
Chauni;9
Chauny;9
Chavelli;9
Chedia;9
Cherazade;9
Cheryll;9
Chidera;9
Chieko;9
Chifa;9
Chinda;9
Chinook;9
Chiu;9
Cho;9
Choetso;9
Chonlada;9
Chyara;9
Cielo;9
Cindia;9
Cinta;9
Cirila;9
Cirine;9
Clarita;9
Claryssa;9
Claudia-Maria;9
Claudiane;9
Clémentina;9
Coralia;9
Corradina;9
Crissy;9
Cristina-Alexandra;9
Cristina-Alina;9
Cristina-Gabriela;9
Cristy;9
Csenge;9
Cylou;9
Cécillia;9
Célise;9
Césarina;9
Daly;9
Danait;9
Danay;9
Daniiela;9
Danira;9
Danusia;9
Darunee;9
Dary;9
Daryl;9
Davin;9
Davyna;9
Dayan;9
Dayenne;9
Deema;9
Deli;9
Delly;9
Delphy;9
Demelza;9
Demiran;9
Denisa-Elena;9
Denislava;9
Deshira;9
Destiney;9
Devoiry;9
Dewa;9
Dewy;9
Deyana;9
Dhelia;9
Dhélia;9
Diamond;9
Diamy;9
Dida;9
Didar;9
Diedelinde;9
Dieneke;9
Dienke;9
Dietlind;9
Dihia;9
Dilaya;9
Dilia;9
Dimitria;9
Dingena;9
Dinthe;9
Diola;9
Djeljan;9
Djemile;9
Djeneta;9
Djessica;9
Djevrije;9
Djihane;9
Dodo;9
Dominick;9
Donatha;9
Donatille;9
Door;9
Dorkas;9
Dorotéa;9
Douchka;9
Doudou;9
Drew;9
Drishti;9
Dymphena;9
Dymphie;9
Dythe;9
Débra;9
Ebony;9
Edelgard;9
Edgarda;9
Edvige;9
Effrosyni;9
Efua;9
Egl;9
Ehssan;9
Elayza;9
Eleena;9
Elfin;9
Elheme;9
Elijah;9
Elinda;9
Elisabelle;9
Elisee;9
Elishia;9
Elivia;9
Eljona;9
Ella-Julie;9
Ella-Nora;9
Ella-Sophia;9
Elleni;9
Ellenor;9
Ellice;9
Ellinore;9
Elliot;9
Ellora;9
Ellys;9
Elmije;9
Elodi;9
Eloïna;9
Elune;9
Elwenn;9
Elykia;9
Elzana;9
Elâ;9
Emer;9
Emile;9
Emille;9
Emily-Rose;9
Emilyn;9
Emmaly;9
Emmanuele;9
Emmilie;9
Emmée;9
Emélia;9
Enedina;9
Enith;9
Eoline;9
Ercilia;9
Eriko;9
Ermela;9
Esengyul;9
Essya;9
Estelita;9
Evarista;9
Eve-Anne;9
Ever;9
Evija;9
Evolène;9
Exauce;9
Eyden;9
Fabianna;9
Falon;9
Fangfang;9
Faranak;9
Faryal;9
Fatimat;9
Fatimzahra;9
Fatma-Zohra;9
Fatoma;9
Fatoum;9
Fawziya;9
Fay-Lynn;9
Feli;9
Felipa;9
Felle;9
Fennah;9
Fenneke;9
Fenny;9
Fermina;9
Feten;9
Fetouma;9
Fevzije;9
Fexhrije;9
Feyzanur;9
Fidae;9
Filou;9
Firdews;9
Firdous;9
Firouzeh;9
Fisun;9
Fitnete;9
Fjoralba;9
Flore-Anne;9
Flores;9
Florita;9
Folke;9
Forough;9
Fortunée;9
France-Anne;9
France-Emmanuelle;9
France-Lise;9
Francien;9
Franciene;9
Franciszka;9
Frede;9
Freidy;9
Frele;9
Füsun;9
Gabija;9
Gabriële;9
Gabryella;9
Galadrielle;9
Ganaël;9
Ganka;9
Gauri;9
Gazel;9
Geesje;9
Geltrude;9
Genade;9
Generosa;9
Gerlind;9
Ghanima;9
Ghinwa;9
Ghoufrane;9
Giesela;9
Giete;9
Gihan;9
Gintare;9
Gintaré;9
Gissela;9
Gittan;9
Gjyste;9
Gladice;9
Glady;9
Godeleine;9
Gonne;9
Goya;9
Gracielle;9
Grasiella;9
Guergana;9
Guida;9
Guita;9
Gulalai;9
Guluzar;9
Gurmeet;9
Gurnoor;9
Gurvinder;9
Gwenael;9
Gyulnara;9
Gyulsever;9
Gyulver;9
Générose;9
Gülce;9
Gülnihal;9
Gülzade;9
Habibo;9
Habon;9
Hafeda;9
Hafso;9
Hajnal;9
Halenur;9
Hameeda;9
Hanina;9
Hatiyce;9
Hau;9
Havadudu;9
Have;9
Hayatte;9
Hayel;9
Hayrünnisa;9
Hazbije;9
Haïat;9
Hedwina;9
Heiderose;9
Heiltje;9
Helai;9
Helmi;9
Hengameh;9
Hestia;9
Heïdi;9
Hibba;9
Hilana;9
Hing;9
Ho;9
Homaira;9
Hossnia;9
Houraye;9
Hulda;9
Husnia;9
Huyen;9
Hyam;9
Ianina;9
Iboya;9
Ibtesam;9
Icha;9
Ievgeniia;9
Ifakat;9
Igbale;9
Ihsaan;9
Ilan;9
Ilane;9
Ilanka;9
Ilary;9
Ilinca-Maria;9
Ilire;9
Ilirida;9
Ilise;9
Ilmije;9
Ilone;9
Ilvi;9
Iléane;9
Imanne;9
Imca;9
Immig;9
Imrana;9
Inanna;9
Indre;9
Indzhihan;9
Ingabire;9
Ingela;9
Ingelore;9
Inis;9
Ioana-Daniela;9
Ionela-Andreea;9
Iratxe;9
Iremnur;9
Irish;9
Iro;9
Irêne;9
Isah;9
Isaiah;9
Isaly;9
Iselle;9
Ishika;9
Ishita;9
Islay;9
Israâ;9
Issey;9
Istar;9
Ivalina;9
Ivania;9
Ivanichka;9
Ivka;9
Izzana;9
Izéa;9
Jackie-Lou;9
Jackye;9
Jahan;9
Jaida;9
Jaime;9
Jaisy;9
Jalisa;9
Jaliyah;9
Jamilia;9
Jannic;9
Jari;9
Jasmyne;9
Jayanti;9
Jayleen;9
Jayline;9
Jazlynn;9
Jaëla;9
Jeanne-Françoise;9
Jeanni;9
Jee;9
Jeffe;9
Jelene;9
Jemâ;9
Jennipher;9
Jennis;9
Jensie;9
Jes;9
Jessenia;9
Jhenny;9
Jianfen;9
Jinny;9
Jippe;9
Jiske;9
Joann;9
Jocheved;9
Joeke;9
Johannah;9
Jonny;9
Jorka;9
Jouhara;9
Jouna;9
Juleta;9
Julie-Laure;9
Juliene;9
Juliska;9
Julle;9
Julot;9
Juni;9
Jurka;9
Jussara;9
Jute;9
Jázmin;9
Kadira;9
Kadiza;9
Kadjatou;9
Kaena;9
Kafia;9
Kaithlynn;9
Kalenga;9
Kalsom;9
Kanny;9
Kanyarat;9
Kaoutare;9
Karem;9
Karly;9
Kashvi;9
Kasongo;9
Katana;9
Kathaline;9
Katiuska;9
Katri;9
Kaylyn;9
Keena;9
Kekeli;9
Kelcy;9
Kellia;9
Kelsea;9
Kelyane;9
Keo;9
Kexin;9
Keylie;9
Keylla;9
Khadro;9
Khaira;9
Khalidah;9
Khardiata;9
Khatiba;9
Khayla;9
Kheloud;9
Khloë;9
Khushbu;9
Kia;9
Kianna;9
Kiarah;9
Kidist;9
Kima;9
Kimani;9
Kimm;9
King;9
Kirti;9
Kisa;9
Kiënna;9
Kotryna;9
Kristinne;9
Kristjana;9
Kristne;9
Kritsana;9
Kumri;9
Kyriana;9
Kyrina;9
Küpra;9
Laelia;9
Lahbiba;9
Lahora;9
Laina;9
Larisa-Maria;9
Laticha;9
Laur;9
Laura-Andreea;9
Laura-Line;9
Laure-Ann;9
Laurein;9
Lauryanne;9
Lavinia-Elena;9
Lay;9
Lazara;9
Lean;9
Lediona;9
Lefteria;9
Lemar;9
Lenaëlle;9
Lenn;9
Lexine;9
Lezina;9
Lhasa;9
Liang;9
Libuse;9
Liezette;9
Lifang;9
Lijs;9
Lilaf;9
Lilan;9
Lilien;9
Lillou;9
Lilly-May;9
Lillyanne;9
Liloe;9
Limda;9
Linou;9
Linzi;9
Lipa;9
Lissah;9
Livanur;9
Lizhen;9
Ljuljeta;9
Loann;9
Loelia;9
Lolia;9
Loreine;9
Lorenne;9
Lorinne;9
Lorye;9
Lorédane;9
Louie;9
Louisanne;9
Louïsa;9
Lovisa;9
Lowies;9
Lucero;9
Ludovina;9
Ludvina;9
Ludwinne;9
Ludy;9
Lume;9
Lunah;9
Lutchmee;9
Lutfije;9
Luzdivina;9
Lydianne;9
Lydy;9
Lygie;9
Lylian;9
Lylla;9
Lyutvie;9
Lyv;9
Lyzzie;9
Lâle;9
Léonia;9
Lùna;9
M'Ballou;9
Madara;9
Maddison;9
Madeleina;9
Madieke;9
Madysone;9
Mae-Lynn;9
Maelyse;9
Magatte;9
Magdaline;9
Magdelena;9
Magine;9
Magui;9
Maham;9
Mahboobeh;9
Mahe;9
Mahmure;9
Maidy;9
Maili;9
Makiese;9
Malaka;9
Malalay;9
Malayika;9
Malkia;9
Malo;9
Malïa;9
Mamas;9
Mamou;9
Manna;9
Manoée;9
Manéa;9
Mao;9
Mareta;9
Margarite;9
Margerie;9
Margeriet;9
Margeurite;9
Margotte;9
Margueriet;9
Maria-Franca;9
Maria-Francesca;9
Maria-Gabriela;9
Maria-Isabella;9
Maria-Lina;9
Maria-Raluca;9
Maria-Rosaria;9
Maria-Thérèsa;9
Marianka;9
Mariannina;9
Marie-Adèle;9
Marie-Amelie;9
Marie-Axelle;9
Marie-Germaine;9
Marie-Grace;9
Marie-Jolie;9
Marie-Laura;9
Marie-Lys;9
Marie-Lyse;9
Marie-Michelle;9
Marie-Neige;9
Marie-Suzanne;9
Marie-Violaine;9
Marilda;9
Marilu;9
Marinke;9
Marisha;9
Marite;9
Marjolène;9
Marlijn;9
Marnia;9
Marra;9
Martika;9
Maryla;9
Maryléne;9
Marys;9
Marília;9
Masouma;9
Massara;9
Mati;9
Matina;9
Maxim;9
Maximina;9
Maybell;9
Mayela;9
Mayken;9
Mayna;9
Maysem;9
Mayssame;9
Mayu;9
Maëllya;9
Maëlynn;9
Maëra;9
Maïllys;9
Mdlina-Elena;9
Mecbure;9
Medi;9
Medinat;9
Mehrnaz;9
Mei-Li;9
Meili;9
Meily;9
Melana;9
Meledis;9
Mellory;9
Melvina;9
Melvine;9
Melvis;9
Melyne;9
Mencia;9
Mercedès;9
Merdzhan;9
Mergime;9
Merja;9
Mersina;9
Mervet;9
Mervé;9
Merza;9
Merzuka;9
Mexhide;9
Meïssane;9
Micaëla;9
Mickaella;9
Mihaela-Elena;9
Mihaela-Ramona;9
Miia;9
Milady;9
Miljana;9
Miloudia;9
Milya;9
Mimy;9
Minnie;9
Minori;9
Mirra;9
Misaki;9
Misheel;9
Mizuki;9
Moera;9
Mohini;9
Molina;9
Momo;9
Monah;9
Monelle;9
Monick;9
Monita;9
Montaine;9
Morgiane;9
Morien;9
Mouminatou;9
Mountaha;9
Mputu;9
Mrta;9
Mufida;9
Myllena;9
Myrthel;9
Márta;9
Méghan;9
Méissa;9
Méliha;9
Méri;9
Mériam;9
Mümine;9
Müzeyen;9
Nadi;9
Nadiejda;9
Nadima;9
Naduah;9
Nadyne;9
Naeima;9
Nafiseh;9
Naga;9
Nahya;9
Najila;9
Naline;9
Namira;9
Nariné;9
Naré;9
Naska;9
Natalizia;9
Nathalya;9
Nathéa;9
Nawres;9
Nazarena;9
Naze;9
Nazliye;9
Nazo;9
Naära;9
Nectaria;9
Nedjmije;9
Neeta;9
Nelin;9
Nelma;9
Nerxhivane;9
Nesa;9
Nessma;9
Nesta;9
Neven;9
Ngone;9
Nicolasina;9
Nie;9
Niena;9
Nigina;9
Nijole;9
Nikè;9
Nille;9
Nimfa;9
Nimisha;9
Niny;9
Nipa;9
Nipaporn;9
Nirmal;9
Nisa-Nur;9
Nisan;9
Niurka;9
Niâma;9
Noara;9
Nobuko;9
Noellie;9
Nohr;9
Norali;9
Noraya;9
Norea;9
Norra;9
Nouheila;9
Nourhen;9
Nourine;9
Nousaiba;9
Nousayba;9
Nowi;9
Noée;9
Noëlli;9
Noëllia;9
Noömi;9
Nurbanu;9
Nursin;9
Ny;9
Nylah;9
Nympha;9
Nyra;9
Néla;9
Núbia;9
Oana-Mihaela;9
Odyle;9
Ofra;9
Ofélie;9
Oke;9
Olgica;9
Omega;9
Omhani;9
Onelia;9
Ornelle;9
Oréa;9
Orégane;9
Otis;9
Ouasima;9
Ouliana;9
Oumar;9
Parissa;9
Parivash;9
Parmida;9
Parmjit;9
Passy;9
Patcharin;9
Payman;9
Pellegrina;9
Penina;9
Pepita;9
Peristera;9
Perrette;9
Phuoc;9
Piedade;9
Pietje;9
Pik;9
Pimprenelle;9
Piérina;9
Pnina;9
Poliana;9
Pollyanna;9
Pornthip;9
Pramila;9
Prerna;9
Princilia;9
Purification;9
Qiana;9
Qudsia;9
Quirien;9
Rabina;9
Rachël;9
Rafah;9
Rafeef;9
Rahamatou;9
Rahat;9
Rahis;9
Rahmiye;9
Raizel;9
Rajaë;9
Rajâa;9
Rakhi;9
Ralitza;9
Ramatoulay;9
Ramatu;9
Ramnat;9
Ramona-Elena;9
Ramune;9
Raouda;9
Raphaël;9
Rasema;9
Ratana;9
Ratil;9
Ray;9
Rayanna;9
Razal;9
Raïna;9
Reeta;9
Refija;9
Reghina;9
Reineke;9
Rejana;9
Remonda;9
Renelda;9
Rengin;9
Reny;9
Requia;9
Retal;9
Reya;9
Rhûne;9
Riam;9
Riane;9
Riitta;9
Robbin;9
Robynne;9
Rodaïna;9
Roja;9
Roksolana;9
Rokya;9
Roline;9
Romaysaa;9
Roni;9
Rony;9
Rosel;9
Rosimeire;9
Rossy;9
Rouguiyatou;9
Rowen;9
Rozaliya;9
Rozine;9
Ruchy;9
Rugiatu;9
Ruica;9
Rupali;9
Ryta;9
Rüta;9
Sabila;9
Sabile;9
Sachka;9
Sadiqa;9
Saffiyah;9
Safiyye;9
Sahana;9
Sainabou;9
Saiqa;9
Sakire;9
Salvatorica;9
Salya;9
Samaya;9
Sammie;9
Sanaë;9
Sannah;9
Sarabjit;9
Sareh;9
Sarmila;9
Saroja;9
Saulé;9
Sawsene;9
Sawssane;9
Sayeeda;9
Scharon;9
Schauni;9
Seada;9
Sefike;9
Sehar;9
Seljvije;9
Senze;9
Sephorah;9
Sesil;9
Seung;9
Sevara;9
Sevgyuzel;9
Sevi;9
Sevnur;9
Seza;9
Sezer;9
Sha;9
Shaily;9
Shamira;9
Shamsia;9
Shao;9
Shareen;9
Sharen;9
Sharlene;9
Sharlyn;9
Shazie;9
Sheba;9
Shefkije;9
Shehla;9
Shelan;9
Shelina;9
Sheryline;9
Sheva;9
Shewit;9
Sheyda;9
Shiana;9
Shiny;9
Shiori;9
Shruthi;9
Shuo;9
Shyrine;9
Sidji;9
Sidjy;9
Siew;9
Sihan;9
Simy;9
Sinke;9
Sioban;9
Siobhán;9
Sipora;9
Sjauke;9
Slava;9
Sneana;9
Sofia-Elena;9
Sofia-Ioana;9
Sofka;9
Sofïa;9
Sola;9
Somiya;9
Sompong;9
Somya;9
Sonnur;9
Sonora;9
Sophiane;9
Sophya;9
Spela;9
Spiridoula;9
Staecy;9
Stanca;9
Stanimira;9
Stefanka;9
Stelina;9
Stephi;9
Suheila;9
Sukhjinder;9
Sumaiya;9
Sumita;9
Sunanta;9
Sundas;9
Sunshine;9
Suphawadee;9
Suria;9
Sury;9
Svéa;9
Swetha;9
Sydra;9
Syl;9
Syliana;9
Sylvian;9
Synn;9
Syrielle;9
Syzane;9
Sélin;9
Sérèna;9
Tainara;9
Taklit;9
Taliyah;9
Talyana;9
Tamam;9
Tammara;9
Taouss;9
Taslim;9
Tasnem;9
Tasnym;9
Tayibe;9
Taïsha;9
Teddy;9
Tehani;9
Tehmina;9
Tekmile;9
Temenuga;9
Teodora-Maria;9
Thalassa;9
Thalïa;9
Thecla;9
Thethe;9
Thidarat;9
Thitima;9
Thiziri;9
Thomai;9
Thouria;9
Tincuta;9
Tinneken;9
Tippi;9
Tooba;9
Touran;9
Traicy;9
Trang;9
Tsiala;9
Tsige;9
Tuhana;9
Tuija;9
Turkia;9
Twinkle;9
Tyani;9
Tyfanie;9
Ulker;9
Undine;9
Urai;9
Utah;9
Vahida;9
Vana;9
Vani;9
Vanida;9
Vannie;9
Vanny;9
Vayana;9
Vaïa;9
Vedrana;9
Velika;9
Verdi;9
Verdiana;9
Verginica;9
Vesselina;9
Vesta;9
Vinka;9
Virginy;9
Visnja;9
Vitalija;9
Vitina;9
Vitria;9
Voichita;9
Vérane;9
Wacila;9
Wadha;9
Wandy;9
Waranya;9
Ward;9
Wed;9
Wenying;9
Wesal;9
Wieske;9
Wilai;9
Wilhelma;9
Willemijntje;9
Willia;9
Winifrida;9
Wladislawa;9
Wonne;9
Wurood;9
Xan;9
Xantippe;9
Xeena;9
Xiaojing;9
Xiaowei;9
Xiaoxia;9
Xiuhua;9
Xiuqin;9
Xueying;9
Yaba;9
Yakine;9
Yali;9
Yamilet;9
Yanan;9
Yaneth;9
Yanitsa;9
Yannina;9
Yanyun;9
Yasira;9
Yasmim;9
Yatti;9
Yayé;9
Yaz;9
Yaëll;9
Yeni;9
Yenti;9
Yesmin;9
Yma;9
Ymen;9
Yn;9
Ynora;9
Yohali;9
Yolinde;9
Yorine;9
Yosma;9
You;9
Ysa;9
Ysabeau;9
Yudum;9
Yumgyul;9
Yusnie;9
Yuxin;9
Yuying;9
Yélena;9
Zagorka;9
Zain;9
Zalikha;9
Zayana;9
Zaé;9
Zekiya;9
Zela;9
Zelihe;9
Zelina;9
Zenan;9
Zenne;9
Zeïnab;9
Zhenzhen;9
Zilda;9
Zinet;9
Zipporah;9
Zisan;9
Zitha;9
Zoryana;9
Zouhaira;9
Zulfiye;9
Zumreta;9
Zvezda;9
Zyhra;9
Zély;9
Éliana;9
Énola;9
Aag;8
Aahana;8
Aarohi;8
Aartje;8
Aasiyah;8
Abeera;8
Aber;8
Abier;8
Abélia;8
Adalyn;8
Addy;8
Adiaratou;8
Adjara;8
Adjoko;8
Adolorata;8
Adra;8
Adriána;8
Adronie;8
Adviye;8
Ady;8
Adzher;8
Adzo;8
Afiya;8
Afnaan;8
Afton;8
Age;8
Ageliki;8
Aghavni;8
Agi;8
Aideen;8
Aie;8
Aigul;8
Aihua;8
Ailine;8
Aime;8
Aimé;8
Aisatou;8
Akgül;8
Akhila;8
Akkadin;8
Aku;8
Akvile;8
Alany;8
Albika;8
Aleta;8
Alfie;8
Alfrèda;8
Alide;8
Aliena;8
Alina-Gabriela;8
Alina-Ioana;8
Alinne;8
Allegresse;8
Allegria;8
Allen;8
Allyana;8
Almasa;8
Alsu;8
Alyia;8
Alyzee;8
Aléssia;8
Amaanah;8
Amania;8
Amatullah;8
Amayah;8
Amaïa;8
Ambroisine;8
Amelieke;8
Ameliya;8
Amerie;8
Ameya;8
Amiera;8
Amily;8
Amisha;8
Amissa;8
Ammaria;8
Amora;8
Amori;8
Amé;8
Amédée;8
Aménan;8
Ana-Gabriela;8
Ana-Luisa;8
Analya;8
Anamika;8
Anar;8
Anatoli;8
Anaële;8
Anaï;8
Anaïck;8
Anaïd;8
Anca-Mihaela;8
Ancille;8
Angelani;8
Angelyna;8
Angélie;8
Anisah;8
Anissah;8
Ann-Pascale;8
Ann-Sophy;8
Anna-Bella;8
Anna-Elle;8
Anna-Rose;8
Anna-Victoria;8
Annaya;8
Anne-Marthe;8
Annelieze;8
Anneloor;8
Annelyne;8
Annike;8
Annmarie;8
Anoeschka;8
Antia;8
Antoinnette;8
Antoniette;8
Anuarite;8
Anycia;8
Anzal;8
Apinya;8
Apo;8
Aracelis;8
Arati;8
Aree;8
Areen;8
Argyri;8
Ariba;8
Arja;8
Arlena;8
Arlyn;8
Arna;8
Arooj;8
Arpi;8
Arti;8
Arun;8
Aryan;8
Asako;8
Ashlee;8
Ashling;8
Ashlyn;8
Asije;8
Asime;8
Asna;8
Asunta;8
Aura;8
Auguste;8
Auryn;8
Aurélya;8
Avan;8
Avélie;8
Ayem;8
Aygyun;8
Aylena;8
Aylén;8
Aymina;8
Aymone;8
Ayse-Nur;8
Ayshen;8
Ayzan;8
Azal;8
Azin;8
Azmera;8
Azylis;8
Baaike;8
Bab;8
Bahrija;8
Baljinder;8
Banafsheh;8
Banin;8
Bara'a;8
Barka;8
Bastiaantje;8
Bastiana;8
Beatha;8
Begonia;8
Behara;8
Bei;8
Beija;8
Belgiz;8
Belise;8
Belqis;8
Benafsha;8
Benja;8
Benjawan;8
Bep;8
Berangere;8
Berbel;8
Berdine;8
Bernette;8
Bertrande;8
Besan;8
Besey;8
Besnike;8
Bessi;8
Bethanie;8
Betiel;8
Bhavana;8
Bhavna;8
Bice;8
Bienvenida;8
Bilgesu;8
Bilguissou;8
Binita;8
Birgen;8
Birna;8
Blina;8
Blomme;8
Boi;8
Braindy;8
Brinn;8
Brinte;8
Briseïs;8
Brithney;8
Bronte;8
Brunehilde;8
Brunetta;8
Brunna;8
Bryce;8
Bénédite;8
Caitline;8
Candan;8
Candelaria;8
Carie;8
Caris;8
Carli;8
Carlijne;8
Caroliene;8
Carrera;8
Casilda;8
Cassiane;8
Cassilda;8
Cathaline;8
Catherine-Marie;8
Cathinca;8
Catleya;8
Catérina;8
Caya;8
Cecily;8
Celenia;8
Cella;8
Celma;8
Celyne;8
Centina;8
Chahines;8
Chamsa;8
Chanaël;8
Chance;8
Charito;8
Chaynez;8
Chaza;8
Chaïli;8
Chaïna;8
Chee;8
Chehrazade;8
Chelby;8
Chemsy;8
Cherihane;8
Cherlyn;8
Chiaki;8
Chifaa;8
Chimae;8
Chinar;8
Choumissa;8
Chrisanthi;8
Chrysa;8
Chryssi;8
Chrysta;8
Cibele;8
Cidji;8
Cin;8
Cindelle;8
Ciré;8
Clarance;8
Claudien;8
Clivia;8
Coca;8
Conceição;8
Concepción;8
Coura;8
Cressy;8
Cristella;8
Cristina-Georgiana;8
Custodia;8
Cèlia;8
Célénie;8
Céphora;8
Daciana;8
Dafinka;8
Dafna;8
Dalaa;8
Dally;8
Damita;8
Danaelle;8
Dane;8
Darianne;8
Darielle;8
Darshana;8
Dauwe;8
Daviana;8
Davy;8
Dayle;8
Deborha;8
Dekra;8
Delali;8
Delhya;8
Delia-Maria;8
Deliana;8
Delma;8
Demire;8
Denka;8
Desara;8
Desiré;8
Dessy;8
Destina;8
Destinée;8
Desy;8
Devika;8
Devorah;8
Diae;8
Dialikatou;8
Diamant;8
Diana-Andreea;8
Diana-Ioana;8
Diarraye;8
Dide;8
Didine;8
Diella;8
Dienabou;8
Diet;8
Diette;8
Diewertje;8
Digne;8
Dilbar;8
Dilma;8
Dilnaz;8
Dilvin;8
Dinahlee;8
Dipti;8
Divan;8
Diêu;8
Djamilya;8
Djemaa;8
Djennifer;8
Djensy;8
Doinia;8
Dolorata;8
Domenique;8
Domithile;8
Donella;8
Dorenda;8
Doresa;8
Dorica;8
Doroteya;8
Dorothe;8
Douce;8
Douâe;8
Draga;8
Drefa;8
Drenusha;8
Dulcineia;8
Dvora;8
Dzana;8
Dzheyda;8
Délicia;8
Désiré;8
Edene;8
Edilma;8
Edzhem;8
Ee;8
Eelin;8
Egla;8
Eila;8
Eki;8
Elane;8
Elaria;8
Eldrid;8
Eleah;8
Electra;8
Elem;8
Elena-Catalina;8
Elena-Diana;8
Elena-Gabriela;8
Elena-Ramona;8
Elena-Simona;8
Elenia;8
